Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT,'6772396851272,title,fr,,,Black Active Comfort Pullover Hoodie,Pull-over à capuche noir de confort actif
PRODUCT,'6772396851272,body_html,fr,,,"<p><span>The coverage and convenience of a hoodie, the performance of your favorite activewear. This breathable lightweight layer brings comfort to your busiest days (and not to mention, a perfect flattering fit for your arms and shoulders).</span></p>
<p><span> </span></p>
<p><strong>Features:</strong></p>
<ul>
<li>
<span> </span><span>Perfect fit.</span>
</li>
<li>
<span> </span><span>Ultra-soft.</span>
</li>
<li>
<span> </span><span>Quick dry and moisture-wicking.</span>
</li>
<li>
<span> </span><span>4-way stretch.</span>
</li>
<li>
<span> </span><span>UPF 50+ Sun Protection.</span>
</li>
<li>
<span> </span><span>Deep front hoodie pocket.</span>
</li>
<li>
<span> </span><span>Hood with adjustable drawcord.</span>
</li>
<li>
<span> </span><span>89% Polyester/ 11% Spandex.</span>
</li>
</ul>
<p><strong> Fit:</strong></p>
<ul>
<li>
<span> </span><span>Slim fit in arms and shoulders.</span>
</li>
<li>
<span> </span><span>Room through the body.</span>
</li>
<li>
<span> </span><span>Size up for looser fit.</span>
</li>
<li data-stringify-indent=""0"" data-stringify-border=""0"">Model is 6'2"" and wearing size M.</li>
</ul>
<ul data-mce-fragment=""1""></ul>","<p><span>La couverture et la commodité d'un sweat à capuche, la performance de votre tenue de sport préférée. Cette couche légère et respirante apporte du confort à vos journées les plus chargées (sans oublier un ajustement parfait pour vos bras et vos épaules).</span></p>
<p><span> </span></p>
<p><strong>Caractéristiques :</strong></p>
<ul>
<li>
<span> </span><span>Ajustement parfait.</span>
</li>
<li>
<span> </span><span>Ultra-doux.</span>
</li>
<li>
<span> </span><span>Séchage rapide et absorption de l'humidité.</span>
</li>
<li>
<span> </span><span>Stretch à 4 voies.</span>
</li>
<li>
<span> </span><span>Protection solaire UPF 50+.</span>
</li>
<li>
<span> </span><span>Poche de capuche profonde.</span>
</li>
<li>
<span> </span><span>Capuche avec cordon de serrage ajustable.</span>
</li>
<li>
<span> </span><span>89% Polyester / 11% Élasthanne.</span>
</li>
</ul>
<p><strong> Coupe :</strong></p>
<ul>
<li>
<span> </span><span>Ajusté au niveau des bras et des épaules.</span>
</li>
<li>
<span> </span><span>Aisance à travers le corps.</span>
</li>
<li>
<span> </span><span>Choisir une taille au-dessus pour une coupe plus ample.</span>
</li>
<li data-stringify-indent=""0"" data-stringify-border=""0"">Le mannequin mesure 1,88m et porte une taille M.</li>
</ul>
<ul data-mce-fragment=""1""></ul>"
PRODUCT,'6772396851272,handle,fr,,,black-active-comfort-pullover-hoodie,
PRODUCT,'6772396851272,meta_title,fr,,,Black Active Comfort Pullover Hoodie | Black Active Comfort Pullover Hoodie | True Classic,Pull à capuche noir Active Comfort | Pull à capuche noir Active Comfort | True Classic
PRODUCT,'6772396851272,meta_description,fr,,,Our active comfort pullover hoodie is an essential for every closet. Check out our men's hoodie pullover today.,Notre sweat à capuche à enfiler pour le confort actif est essentiel pour chaque placard. Découvrez notre sweat à capuche pour hommes aujourd'hui.
PRODUCT,'6772397801544,title,fr,,,Heather Navy Active Comfort Pullover Hoodie,Pullover à Capuche Confort Actif Heather Marine
PRODUCT,'6772397801544,body_html,fr,,,"<p><span>The coverage and convenience of a hoodie, the performance of your favorite activewear. This breathable lightweight layer brings comfort to your busiest days (and not to mention, a perfect flattering fit for your arms and shoulders).</span></p>
<p><span> </span></p>
<p><strong>Features:</strong></p>
<ul>
<li>
<span></span><span>Perfect fit</span>
</li>
<li>
<span></span><span>Ultra-soft</span>
</li>
<li>
<span></span><span>Quick dry and moisture-wicking</span>
</li>
<li>
<span></span><span>4-way stretch</span>
</li>
<li>
<span></span><span>UPF 50+ Sun Protection</span>
</li>
<li>
<span></span><span>Deep front hoodie pocket</span>
</li>
<li>
<span></span><span>Hood with adjustable drawcord</span>
</li>
<li>
<span></span><span>89% Polyester/ 11% Spandex</span>
</li>
</ul>
<p><strong> Fit:</strong></p>
<ul>
<li>
<span></span><span>Slim fit in arms and shoulders</span>
</li>
<li>
<span></span><span>Room through the body</span>
</li>
<li>
<span></span><span>Size up for looser fit</span>
</li>
<li>Model is 6'2"" and wearing size L</li>
</ul>
<ul data-mce-fragment=""1""></ul>","<p><span>La couverture et la commodité d'un sweat à capuche, la performance de votre vêtement de sport préféré. Cette couche légère et respirante apporte du confort à vos journées les plus chargées (sans parler d'une coupe parfaite pour vos bras et épaules).</span></p>
<p><span> </span></p>
<p><strong>Caractéristiques:</strong></p>
<ul>
<li><span>Coupe parfaite</span></li>
<li><span>Ultra-doux</span></li>
<li><span>Séchage rapide et évacuation de l'humidité</span></li>
<li><span>Stretch 4 directions</span></li>
<li><span>Protection solaire UPF 50+</span></li>
<li><span>Poche avant profonde sur le sweat à capuche</span></li>
<li><span>Capuche avec cordon de serrage ajustable</span></li>
<li><span>89% Polyester/ 11% Spandex</span></li>
</ul>
<p><strong> Coupe:</strong></p>
<ul>
<li><span>Coupe ajustée aux bras et aux épaules</span></li>
<li><span>Espace ample dans le corps</span></li>
<li><span>Choisir une taille au-dessus pour une coupe plus lâche</span></li>
<li>Le mannequin mesure 1m88 et porte une taille L</li>
</ul>"
PRODUCT,'6772397801544,handle,fr,,,heather-navy-active-comfort-pullover-hoodie,
PRODUCT,'6772397801544,meta_title,fr,,,Heather Navy Active Comfort Pullover Hoodie | Heather Navy Active Comfort Pullover Hoodie | True Classic,Sweat à capuche Active Comfort couleur marine chiné | Sweat à capuche Active Comfort couleur marine chiné | True Classic
PRODUCT,'6772397801544,meta_description,fr,,,Our active comfort pullover hoodie is an essential for every closet. Check out our men's hoodie pullover today.,Notre sweat à capuche à enfiler confort actif est essentiel pour chaque garde-robe. Découvrez notre sweat à capuche pour hommes aujourd'hui.
PRODUCT,'6772398194760,title,fr,,,Charcoal Heather Active Comfort Pullover Hoodie,Pullover à Capuche Confort Actif en Charbon de Bois Heather
PRODUCT,'6772398194760,body_html,fr,,,"<p><span>The coverage and convenience of a hoodie, the performance of your favorite activewear. This breathable lightweight layer brings comfort to your busiest days (and not to mention, a perfect flattering fit for your arms and shoulders).</span></p>
<p><span> </span></p>
<p><strong>Features:</strong></p>
<ul>
<li>
<span></span><span>Perfect fit</span>
</li>
<li>
<span></span><span>Ultra-soft</span>
</li>
<li>
<span></span><span>Quick dry and moisture-wicking</span>
</li>
<li>
<span></span><span>4-way stretch</span>
</li>
<li>
<span></span><span>UPF 50+ Sun Protection</span>
</li>
<li>
<span></span><span>Deep front hoodie pocket</span>
</li>
<li>
<span></span><span>Hood with adjustable drawcord</span>
</li>
<li>
<span></span><span>89% Polyester/ 11% Spandex</span>
</li>
</ul>
<p><strong> Fit:</strong></p>
<ul>
<li>
<span></span><span>Slim fit in arms and shoulders</span>
</li>
<li>
<span></span><span>Room through the body</span>
</li>
<li>
<span></span><span>Size up for looser fit</span>
</li>
<li><span>Model is 6'2"" and wearing size L</span></li>
</ul>
<ul data-mce-fragment=""1""></ul>","La couverture et la commodité d'un sweat à capuche, les performances de votre vêtement de sport préféré. Cette couche légère et respirante apporte du confort à vos journées les plus chargées (sans oublier, une coupe parfaite pour vos bras et vos épaules).

Caractéristiques :

- Coupe parfaite
- Ultra-doux
- Séchage rapide et absorption de l'humidité
- Étirement dans 4 directions
- Protection solaire UPF 50+
- Poche profonde à l'avant du sweat à capuche
- Capuche avec cordon de serrage ajustable
- 89% Polyester / 11% Élasthanne

Coupe :

- Coupe slim aux bras et aux épaules
- Ample au niveau du corps
- Prenez une taille au-dessus pour une coupe plus ample
- Le modèle mesure 1m88 et porte une taille L"
PRODUCT,'6772398194760,handle,fr,,,charcoal-heather-active-comfort-pullover-hoodie,
PRODUCT,'6772398194760,meta_title,fr,,,Charcoal Heather Active Comfort Pullover Hoodie | Charcoal Heather Active Comfort Pullover Hoodie | True Classic,Charcoal Heather Active Comfort Sweat à Capuche | Charcoal Heather Active Comfort Sweat à Capuche | True Classic
PRODUCT,'6772398194760,meta_description,fr,,,Our active comfort pullover hoodie is an essential for every closet. Check out our men's hoodie pullover today.,Notre sweat à capuche actif confortable est indispensable pour chaque garde-robe. Découvrez notre sweat à capuche pour hommes aujourd'hui.
PRODUCT,'6772398620744,title,fr,,,Black Active Comfort Crew Sweatshirt,Sweatshirt Actif Confort Noir
PRODUCT,'6772398620744,body_html,fr,,,"<p><span>The no-fuss lightweight layer you always needed. With an easy-on crew neck, ultra-soft comfort fabric, and your favorite activewear features, it’s the ultimate throw-it-on-and-go pullover for any activity. And with a perfect fit in the arms and shoulders, you’ll look like you just hit a workout – no weights required.</span></p>
<p> </p>
<p><strong>Features:</strong></p>
<ul>
<li>Perfect fit.</li>
<li>Ultra-soft.</li>
<li>4-way stretch.</li>
<li>Quick dry and moisture-wicking.</li>
<li>UPF 50+ sun protection.</li>
<li>89% Polyester/ 11% Spandex.</li>
</ul>
<p><strong>Fit:</strong></p>
<ul>
<li>
<span> </span><span>Slim fit in arms and shoulders.</span>
</li>
<li>
<span> </span><span>Room through the body.</span>
</li>
<li>
<span> </span><span>Size up for looser fit.</span>
</li>
<li data-stringify-indent=""0"" data-stringify-border=""0"">Model is 6'2"" and wearing size L.</li>
</ul>
<ul data-mce-fragment=""1""></ul>","<p><span>La couche légère sans chichi dont vous aviez toujours besoin. Avec un T-shirt facile à enfiler, un tissu ultra-doux pour le confort, et vos caractéristiques préférées de vêtements d'activité, c'est le pull-over ultime à enfiler et à emporter pour toute activité. Et avec une coupe parfaite au niveau des bras et des épaules, vous aurez l'air d'avoir tout juste terminé une séance d'entraînement - pas besoin de poids.</span></p>
<p> </p>
<p><strong>Caractéristiques :</strong></p>
<ul>
<li>Ajustement parfait.</li>
<li>Ultra doux.</li>
<li>Extensible dans les 4 sens.</li>
<li>Séchage rapide et évacuation de l'humidité.</li>
<li>Protection solaire UPF 50+.</li>
<li>89% Polyester/ 11% Spandex.</li>
</ul>
<p><strong>Ajustement :</strong></p>
<ul>
<li>
<span> </span><span>Coupe ajustée aux bras et aux épaules.</span>
</li>
<li>
<span> </span><span>Espace à travers le corps.</span>
</li>
<li>
<span> </span><span>Choisissez une taille plus grande pour une coupe plus lâche.</span>
</li>
<li>Le mannequin mesure 6'2"" et porte une taille L.</li>
</ul>
<ul data-mce-fragment=""1""></ul>"
PRODUCT,'6772398620744,handle,fr,,,black-active-comfort-crew-sweatshirt,
PRODUCT,'6772398620744,meta_title,fr,,,Black Active Comfort Crew Sweatshirt | Black Active Comfort Crew Sweatshirt | True Classic,Sweatshirt Confort Actif Noir | Sweatshirt Confort Actif Noir | True Classic
PRODUCT,'6772398620744,meta_description,fr,,,Our active comfort crew sweatshirt is an essential for every closet. Check out our men's crew sweatshirt today.,Notre sweatshirt actif confort est essentiel pour chaque placard. Découvrez notre sweatshirt pour hommes aujourd'hui.
PRODUCT,'6772399308872,title,fr,,,Heather Navy Active Comfort Crew Sweatshirt,Sweatshirt Actif Confort en Bleu Marine Chiné
PRODUCT,'6772399308872,body_html,fr,,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">The no-fuss lightweight layer you always needed. With an easy-on crew neck, ultra-soft comfort fabric, and your favorite activewear features, it’s the ultimate throw-it-on-and-go pullover for any activity. And with a perfect fit in the arms and shoulders, you’ll look like you just hit a workout – no weights required.</span></p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Features:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Perfect fit</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Ultra-soft</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">4-way stretch</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Quick dry and moisture-wicking</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">UPF 50+ sun protection</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">89% Polyester/ 11% Spandex</span>
</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Fit:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Slim fit in arms and shoulders</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Room through the body</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Size up for looser fit</span>
</li>
<li>Model is 6'2"" and wearing size L</li>
</ul>","<p data-mce-fragment=""1""><span data-mce-fragment=""1"">La couche légère sans tracas dont vous aviez toujours besoin. Avec un T-shirt facile à enfiler, un tissu ultra-confortable et vos fonctionnalités de vêtements de sport préférées, c'est le meilleur pullover à enfiler pour toute activité. Et avec une coupe parfaite aux bras et aux épaules, vous aurez l'air d'avoir tout juste terminé une séance d'entraînement – aucun poids requis.</span></p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Caractéristiques :</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"">Ajustement parfait</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"">Ultra-doux</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"">Stretch 4 directions</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"">Séchage rapide et évacuation de l'humidité</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"">Protection solaire UPF 50+</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"">89% Polyester/ 11% Spandex</span>
</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Ajustement :</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"">Ajustement mince aux bras et aux épaules</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"">Espacement dans le corps</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"">Choisir une taille plus grande pour un ajustement plus lâche</span>
</li>
<li>Le mannequin mesure 6'2"" et porte une taille L</li>
</ul>"
PRODUCT,'6772399308872,handle,fr,,,heather-navy-active-comfort-crew-sweatshirt,
PRODUCT,'6772399308872,meta_title,fr,,,Heather Navy Active Comfort Crew Sweatshirt | Heather Navy Active Comfort Crew Sweatshirt | True Classic,Sweatshirt Actif Confort Heather Navy | Sweatshirt Actif Confort Heather Navy | True Classic
PRODUCT,'6772399308872,meta_description,fr,,,Our active comfort crew sweatshirt is an essential for every closet. Check out our men's crew sweatshirt today.,Notre sweatshirt à col rond actif est essentiel pour chaque garde-robe. Découvrez notre sweatshirt pour hommes aujourd'hui.
PRODUCT,'6772402028616,title,fr,,,Charcoal Heather Active Comfort Crew Sweatshirt,Sweatshirt Actif Confort Charbon Chiné
