Type,Identification,Field,Locale,Market,Status,Default content,Translated content
ONLINE_STORE_THEME,'122041106504,section.collection.bottoms.json.b61a96a6-01e9-4cad-976d-8f1bad502109.7e8eec64-6db6-4c92-a7a1-06feac8544c2.button_label:2ev27m1uhvu2i,fr,,,V-Neck,Col V
ONLINE_STORE_THEME,'122041106504,section.collection.bottoms.json.b61a96a6-01e9-4cad-976d-8f1bad502109.7e8eec64-6db6-4c92-a7a1-06feac8544c2.icon:7ekkmkj9xrdq,fr,,,"<!--?xml version=""1.0"" encoding=""UTF-8""?--><svg id=""Layer_1"" xmlns=""http://www.w3.org/2000/svg"" viewbox=""0 0 25 25""><path d=""m19.51,24.68H5.52v-13.97c-.64,1.4-.76,1.65-.78,1.68-.19.35-.49.3-.76.22-1.04-.3-3.03-1.36-3.67-1.84-.41-.31-.24-.65-.12-.88.61-1.22,1.23-2.48,1.81-3.72.53-1.13,1.05-2.04,1.87-2.81.72-.67,1.64-1.23,2.74-1.68.88-.37,1.98-.83,2.84-1.5.09-.07.22-.05.29.03.07.09.05.22-.03.29-.9.71-2.03,1.18-2.93,1.56-1.05.43-1.93.97-2.62,1.61-.77.72-1.27,1.59-1.78,2.68-.58,1.24-1.21,2.5-1.81,3.71-.13.26-.13.28,0,.38.62.46,2.57,1.49,3.54,1.77.24.07.25.04.3-.04.04-.08.63-1.36.91-1.98l.63-1.35v15.42h13.17v-15.43l.63,1.36c.3.66.87,1.89.91,1.97.05.08.06.1.3.04.95-.27,2.9-1.3,3.54-1.77.13-.1.13-.12,0-.36-.51-1.01-1.01-2.03-1.51-3.03l-.04-.09c-.54-1.1-1.11-2.24-1.92-3.18-.72-.85-1.71-1.27-2.75-1.71-.17-.07-.34-.14-.51-.22-.87-.38-1.71-.78-2.41-1.33-.09-.07-.1-.2-.03-.29.07-.09.2-.1.29-.03.67.53,1.45.89,2.33,1.28.17.07.33.14.5.22,1.04.44,2.12.9,2.9,1.82.84.98,1.42,2.14,1.97,3.27l.04.09c.5,1.01,1,2.02,1.5,3.02.12.23.29.57-.12.88-.66.49-2.65,1.55-3.68,1.84-.27.08-.56.12-.76-.23-.02-.03-.14-.28-.78-1.68v13.98Z""></path><path d=""m12.53.98c-.05,0-.1,0-.15,0-.59,0-2.55-.06-2.93-.53-.07-.09-.06-.22.03-.29.09-.07.22-.06.29.03.12.15,1.01.37,2.62.38,1.58.01,2.7-.18,2.87-.38.07-.09.2-.1.29-.03.09.07.1.2.03.29-.4.48-2.27.53-3.04.53Z""></path><path d=""m12.51,4.84l-.11-.07c-1.27-.78-2.81-2.7-3.06-4.32l.4-.06c.23,1.44,1.61,3.2,2.76,3.96,1.14-.82,2.47-2.4,2.79-4.05l.4.08c-.35,1.82-1.84,3.55-3.07,4.38l-.11.07Z""></path></svg>",
ONLINE_STORE_THEME,'122041106504,section.collection.bottoms.json.b61a96a6-01e9-4cad-976d-8f1bad502109.0d968082-001f-4c22-85ff-946e6e23ef81.button_label:1uec0zc9l61s4,fr,,,Polos,T-shirts
ONLINE_STORE_THEME,'122041106504,section.collection.bottoms.json.b61a96a6-01e9-4cad-976d-8f1bad502109.0d968082-001f-4c22-85ff-946e6e23ef81.icon:2bgfteh8i2tr4,fr,,,"<!--?xml version=""1.0"" encoding=""UTF-8""?--><svg id=""Layer_1"" xmlns=""http://www.w3.org/2000/svg"" viewbox=""0 0 25 25""><path d=""m19.44,24.75H5.51v-13.92c-.64,1.39-.75,1.64-.78,1.67-.19.35-.49.3-.75.22-1.04-.3-3.01-1.35-3.66-1.83-.41-.31-.24-.65-.12-.87.6-1.21,1.22-2.46,1.8-3.7.53-1.13,1.05-2.04,1.87-2.8.72-.66,1.64-1.23,2.73-1.68.88-.37,1.97-.82,2.83-1.49.09-.07.22-.05.29.03.07.09.05.22-.03.28-.9.7-2.02,1.17-2.92,1.55-1.05.43-1.92.97-2.61,1.6-.77.72-1.27,1.58-1.77,2.67-.58,1.24-1.2,2.49-1.8,3.71-.13.25-.13.27,0,.37.62.46,2.56,1.49,3.53,1.77.24.07.25.04.29-.04.04-.08.63-1.36.91-1.97l.62-1.35v15.36h13.12v-15.37l.62,1.35c.28.61.86,1.89.91,1.97.05.08.06.1.3.04.95-.27,2.89-1.3,3.53-1.77.13-.1.13-.12,0-.36-.51-1.01-1.01-2.02-1.5-3.02l-.04-.09c-.54-1.1-1.1-2.23-1.91-3.17-.72-.84-1.7-1.26-2.74-1.71-.17-.07-.34-.14-.5-.22-.87-.38-1.7-.77-2.41-1.33-.09-.07-.1-.2-.03-.29.07-.09.2-.1.29-.03.66.52,1.44.89,2.32,1.27.17.07.33.14.5.22,1.04.44,2.11.9,2.89,1.81.84.97,1.41,2.13,1.97,3.25l.04.09c.49,1,.99,2.01,1.49,3.01.12.23.29.56-.12.88-.66.49-2.64,1.55-3.66,1.83-.27.08-.55.12-.76-.23-.02-.03-.14-.28-.77-1.67v13.93Z""></path><path d=""m12.49,1.15c-.05,0-.1,0-.15,0-.59,0-2.54-.06-2.92-.53-.07-.09-.06-.22.03-.29.09-.07.22-.06.29.03.12.15,1.01.37,2.61.38,1.57.01,2.69-.18,2.86-.38.07-.09.2-.1.29-.03.09.07.1.2.03.29-.4.48-2.26.53-3.03.53Z""></path><path d=""m12.47,4.87l-.06-.02c-2.24-.77-3.12-2.06-2.95-4.29l.4.03c-.15,2.02.61,3.14,2.62,3.85,1.66-.45,2.78-2.1,2.6-3.85l.4-.04c.19,1.97-1.08,3.82-2.97,4.3l-.06.02Z""></path><path d=""m14.67,6.25l-2.19-1.29-2.19,1.29-.11-.09c-1.36-1.11-2.25-2.04-2.31-4.65h.41c.05,2.36.81,3.21,2.05,4.24l2.14-1.26.11.06,2.05,1.2c1.24-1.03,1.99-1.87,2.05-4.23h.41c-.06,2.6-.95,3.53-2.31,4.63l-.11.09Z""></path><rect x=""12.27"" y=""4.66"" width="".41"" height=""3.02""></rect></svg>",
ONLINE_STORE_THEME,'122041106504,section.collection.bottoms.json.b61a96a6-01e9-4cad-976d-8f1bad502109.5d6ee965-5724-4f7e-ac7c-75c1880f4b07.button_label:fclszbiygj2m,fr,,,Long Sleeve,Manche Longue
ONLINE_STORE_THEME,'122041106504,section.collection.bottoms.json.b61a96a6-01e9-4cad-976d-8f1bad502109.5d6ee965-5724-4f7e-ac7c-75c1880f4b07.icon:33tkbhjwzz1gq,fr,,,"<!--?xml version=""1.0"" encoding=""UTF-8""?--><svg id=""Layer_1"" xmlns=""http://www.w3.org/2000/svg"" viewbox=""0 0 25 25""><path d=""m12.5,3.32c-1.14,0-2.2-.73-2.91-1.99-.06-.11-.1-.22-.09-.34l.39.04s0,.03.05.12c.64,1.13,1.57,1.79,2.57,1.79s1.93-.65,2.57-1.8c.05-.08.05-.11.05-.11h.39c0,.09-.03.19-.1.3-.71,1.26-1.77,1.99-2.91,1.99Z""></path><polygon points=""19.15 24.03 5.84 24.03 5.84 9.86 6.23 9.86 6.23 23.65 18.76 23.65 18.76 9.85 19.15 9.85 19.15 24.03""></polygon><path d=""m.44,21.83l-.38-.08v-.09s.03-.07.03-.11c.11-.66.22-1.32.33-1.98.11-.66.22-1.32.33-1.98l1.54-9.21c.05-.29.09-.58.13-.87.08-.6.17-1.22.33-1.8.3-1.08,1.13-1.7,1.94-2.31l.11-.08c.58-.44,1.27-.83,2.06-1.15,1-.42,1.97-.84,2.76-1.47l.24.3c-.82.66-1.82,1.1-2.85,1.53-.76.32-1.43.69-1.98,1.11l-.11.08c-.79.59-1.53,1.15-1.8,2.1-.16.56-.24,1.17-.32,1.75-.04.3-.08.59-.13.88l-1.54,9.21c-.11.66-.22,1.32-.33,1.98-.11.66-.22,1.32-.33,1.99l-.02.09s-.01.07-.02.11Z""></path><path d=""m12.52,1.48c-.05,0-.1,0-.14,0-.56,0-2.42-.06-2.79-.51-.07-.08-.05-.21.03-.27.08-.07.21-.05.27.03.12.14.96.35,2.49.36,1.51.01,2.57-.18,2.73-.37.07-.08.19-.09.27-.02.08.07.09.19.02.27-.38.46-2.16.51-2.89.51Z""></path><path d=""m24.55,21.83s-.01-.07-.02-.11v-.09c-.13-.67-.24-1.33-.35-1.99-.11-.66-.22-1.32-.33-1.98l-1.54-9.21c-.05-.29-.09-.59-.13-.88-.08-.59-.16-1.19-.32-1.75-.27-.95-1.01-1.51-1.8-2.1l-.11-.08c-.55-.42-1.22-.79-1.98-1.11-1.03-.43-2.03-.86-2.85-1.53l.24-.3c.78.63,1.75,1.06,2.76,1.47.79.33,1.49.72,2.07,1.16l.11.08c.8.61,1.64,1.23,1.94,2.31.16.59.25,1.21.33,1.8.04.29.08.58.13.87l1.54,9.21c.11.66.22,1.32.33,1.98.11.66.22,1.33.33,1.99,0,.03.01.06.02.1v.09s-.37.08-.37.08Z""></path><rect x=""-1.64"" y=""16.02"" width=""12.94"" height="".39"" transform=""translate(-12 17.93) rotate(-79.26)""></rect><path d=""m3.62,22.76s-.03,0-.04,0l-3.37-.78c-.1-.02-.17-.13-.14-.23.02-.1.13-.17.23-.14l3.37.78c.1.02.17.13.14.23-.02.09-.1.15-.19.15Z""></path><rect x=""19.97"" y=""9.75"" width="".39"" height=""12.94"" transform=""translate(-2.68 4.06) rotate(-10.79)""></rect><path d=""m21.37,22.76c-.09,0-.17-.06-.19-.15-.02-.1.04-.21.14-.23l3.36-.78c.1-.02.21.04.23.14s-.04.21-.14.23l-3.36.78s-.03,0-.04,0Z""></path></svg>",
ONLINE_STORE_THEME,'122041106504,section.collection.bottoms.json.b61a96a6-01e9-4cad-976d-8f1bad502109.ba186e83-c3e0-4cb6-98d8-96af13ef94c3.button_label:sw3my5xxpyff,fr,,,Bottoms,Bas
ONLINE_STORE_THEME,'122041106504,section.collection.bottoms.json.b61a96a6-01e9-4cad-976d-8f1bad502109.ba186e83-c3e0-4cb6-98d8-96af13ef94c3.icon:1m8yy4tfet0xb,fr,,,"<!--?xml version=""1.0"" encoding=""UTF-8""?--><svg id=""Layer_1"" xmlns=""http://www.w3.org/2000/svg"" viewbox=""0 0 25 25""><path d=""m19.1,24.87h-10.33c-.1,0-.19-.08-.19-.19V3.16c0-.1.08-.19.19-.19h10.33c.08,0,.15.05.18.13l2.58,7.75s.01.06,0,.09l-2.58,13.77c-.02.09-.1.15-.19.15Zm-10.14-.38h9.98l2.54-13.57-2.52-7.57h-10.01v21.14Z""></path><path d=""m19.1,3.34h-10.33c-.1,0-.19-.08-.19-.19V.57c0-.1.08-.19.19-.19h10.33c.1,0,.19.08.19.19v2.58c0,.1-.08.19-.19.19Zm-10.14-.38h9.95V.76h-9.95v2.2Z""></path><path d=""m11.78,3.34h-1.29c-.1,0-.19-.08-.19-.19V.57c0-.1.08-.19.19-.19h1.29c.1,0,.19.08.19.19v2.58c0,.1-.08.19-.19.19Zm-1.11-.38h.92V.76h-.92v2.2Z""></path><path d=""m8.76,24.87c-.24,0-.49-.05-.73-.15-.24-.1-.44-.24-.62-.41-.18-.19-.32-.39-.41-.62L2.56,12.97s-.02-.1,0-.15c.02-.05.06-.08.1-.1l6.03-2.49c.06-.02.13-.02.18.02s.08.09.08.16v14.27c-.01.1-.1.19-.2.19ZM2.99,13.01l4.36,10.54c.08.18.19.35.33.5.14.14.3.25.49.33.13.05.26.09.39.11v-13.79s-5.58,2.31-5.58,2.31Z""></path><path d=""m14.39,12.52s-.05,0-.07-.01l-2.98-1.16c-.07-.03-.12-.1-.12-.18v-5.37c0-.1.08-.19.19-.19h5.96c.1,0,.19.08.19.19v5.37c0,.08-.05.15-.12.18l-2.98,1.16s-.05.01-.07.01Zm-2.79-1.48l2.79,1.09,2.79-1.09v-5.06h-5.58v5.06Z""></path><path d=""m17.38,7.23h-5.97c-.1,0-.19-.08-.19-.19s.08-.19.19-.19h5.97c.1,0,.19.08.19.19s-.08.19-.19.19Z""></path></svg>",
ONLINE_STORE_THEME,'122041106504,section.collection.bottoms.json.b61a96a6-01e9-4cad-976d-8f1bad502109.588644ec-aa39-4b36-bc88-dff2c9e01fc0.button_label:2cgselsnjqc2e,fr,,,Outerwear,Vêtements d'extérieur
ONLINE_STORE_THEME,'122041106504,section.collection.bottoms.json.b61a96a6-01e9-4cad-976d-8f1bad502109.588644ec-aa39-4b36-bc88-dff2c9e01fc0.icon:2r6enkcq31ohe,fr,,,"<!--?xml version=""1.0"" encoding=""UTF-8""?--><svg id=""Layer_1"" xmlns=""http://www.w3.org/2000/svg"" viewbox=""0 0 25 25""><path d=""m12.49,3.18s0,0,0,0c-1.12,0-2.17-.72-2.88-1.97-.07-.13-.1-.24-.09-.35l.38.04s0,.05.04.13c.63,1.13,1.56,1.77,2.54,1.77s1.91-.65,2.55-1.78c.05-.09.05-.13.05-.14l.38-.04c.01.11-.02.23-.09.36-.71,1.25-1.76,1.97-2.88,1.97Z""></path><path d=""m12.51,4.26c-1.46,0-2.82-.86-3.74-2.35-.25-.42-.03-.66.07-.74.08-.07.2-.05.27.03.07.08.05.2-.03.27-.03.02-.08.06.02.24.85,1.38,2.09,2.17,3.41,2.17s2.56-.79,3.41-2.17c.05-.08.07-.15.06-.19-.01-.04-.06-.08-.14-.11-.1-.04-.14-.16-.1-.25.04-.1.16-.14.25-.1.19.08.31.2.36.35.05.15.01.32-.1.5-.92,1.49-2.28,2.35-3.74,2.35Z""></path><polygon points=""19.08 23.7 5.91 23.7 5.91 9.66 6.29 9.66 6.29 23.32 18.7 23.32 18.7 9.65 19.08 9.65 19.08 23.7""></polygon><path d=""m.56,21.52l-.38-.08v-.09s.03-.07.03-.1c.11-.65.22-1.31.33-1.97.11-.65.22-1.3.33-1.96l1.53-9.12c.05-.28.09-.57.13-.86.08-.59.16-1.21.33-1.79.3-1.07,1.12-1.69,1.92-2.29l.11-.08c.57-.43,1.26-.82,2.04-1.14,1-.41,1.95-.83,2.73-1.46l.24.3c-.82.66-1.8,1.09-2.82,1.51-.75.31-1.41.68-1.96,1.1l-.11.08c-.78.59-1.52,1.14-1.78,2.08-.16.55-.24,1.15-.32,1.74-.04.29-.08.59-.13.87l-1.53,9.12c-.11.65-.22,1.3-.33,1.96-.11.66-.22,1.31-.33,1.97l-.02.09s-.01.07-.02.11Z""></path><path d=""m24.44,21.51s-.01-.07-.02-.11v-.09c-.12-.66-.23-1.32-.34-1.97-.11-.65-.22-1.31-.33-1.96l-1.53-9.12c-.05-.29-.09-.58-.13-.87-.08-.58-.16-1.18-.32-1.74-.26-.94-1-1.5-1.78-2.08l-.11-.08c-.55-.41-1.21-.78-1.96-1.1-.93-.38-1.91-.81-2.72-1.43l.23-.3c.77.59,1.72,1,2.63,1.38.78.33,1.47.71,2.05,1.14l.11.08c.8.6,1.62,1.22,1.92,2.29.16.58.25,1.19.33,1.79.04.29.08.58.13.86l1.53,9.12c.11.66.22,1.31.33,1.96.11.65.22,1.31.33,1.96,0,.03.01.06.02.1v.09s-.36.08-.36.08Z""></path><path d=""m15.19.96s-.03-.03-.05-.04l.09-.18.12-.15-.12.15.15-.13s.06.05.09.08l-.27.27Z""></path><path d=""m12.51,1.37c-.05,0-.1,0-.14,0-.56,0-2.4-.06-2.76-.5-.07-.08-.05-.2.03-.27.08-.07.2-.05.27.03.11.14.95.35,2.47.36,1.49.02,2.54-.17,2.7-.36.07-.08.19-.09.27-.02.08.07.09.19.02.27-.38.45-2.14.5-2.86.5Z""></path><rect x=""-1.5"" y=""15.76"" width=""12.81"" height="".38"" transform=""translate(-11.69 17.79) rotate(-79.22)""></rect><path d=""m3.7,22.44s-.03,0-.04,0l-3.33-.77c-.1-.02-.17-.13-.14-.23.02-.1.13-.17.23-.14l3.33.77c.1.02.17.13.14.23-.02.09-.1.15-.19.15Z""></path><rect x=""19.9"" y=""9.55"" width="".38"" height=""12.81"" transform=""translate(-2.63 4.03) rotate(-10.77)""></rect><path d=""m21.28,22.44c-.09,0-.17-.06-.19-.15-.02-.1.04-.21.14-.23l3.33-.77c.1-.02.21.04.23.14.02.1-.04.21-.14.23l-3.33.77s-.03,0-.04,0Z""></path><rect x=""12.31"" y=""2.99"" width="".38"" height=""20.52""></rect><rect x=""2.15"" y=""18.54"" width="".38"" height=""3.56"" transform=""translate(-18.02 18.33) rotate(-77.86)""></rect><rect x=""20.84"" y=""20.13"" width=""3.56"" height="".38"" transform=""translate(-3.77 5.21) rotate(-12.14)""></rect><rect x=""15.65"" y=""15.53"" width="".38"" height=""4.79""></rect><rect x=""8.92"" y=""15.53"" width="".38"" height=""4.79""></rect><rect x=""6.1"" y=""21.66"" width=""12.79"" height="".38""></rect></svg>",
ONLINE_STORE_THEME,'122041106504,section.collection.bottoms.json.b61a96a6-01e9-4cad-976d-8f1bad502109.d96859bf-38e8-440d-a504-21972a156324.button_label:f6ygw9erjnq,fr,,,Activewear,Vêtements de sport
ONLINE_STORE_THEME,'122041106504,section.collection.bottoms.json.b61a96a6-01e9-4cad-976d-8f1bad502109.d96859bf-38e8-440d-a504-21972a156324.icon:23p82bpgndzvm,fr,,,"<!--?xml version=""1.0"" encoding=""UTF-8""?--><svg id=""Layer_1"" xmlns=""http://www.w3.org/2000/svg"" viewbox=""0 0 25 25""><path d=""m6.38,18.22h-.33c-.86,0-1.55-.7-1.55-1.55v-8.32c0-.86.7-1.55,1.55-1.55h.33c.86,0,1.55.7,1.55,1.55v8.32c0,.86-.7,1.55-1.55,1.55Zm-.33-11.09c-.67,0-1.22.55-1.22,1.22v8.32c0,.67.55,1.22,1.22,1.22h.33c.67,0,1.22-.55,1.22-1.22v-8.32c0-.67-.55-1.22-1.22-1.22h-.33Z""></path><path d=""m3.27,17.21h-.33c-.86,0-1.55-.7-1.55-1.55v-6.31c0-.86.7-1.55,1.55-1.55h.33c.86,0,1.55.7,1.55,1.55v6.31c0,.86-.7,1.55-1.55,1.55Zm-.33-9.08c-.67,0-1.22.55-1.22,1.22v6.31c0,.67.55,1.22,1.22,1.22h.33c.67,0,1.22-.55,1.22-1.22v-6.31c0-.67-.55-1.22-1.22-1.22h-.33Z""></path><path d=""m1.73,13.69H.04v-2.38h1.68v2.38Zm-1.34-.34h1.01v-1.7H.38v1.7Z""></path><path d=""m18.94,18.22h-.33c-.86,0-1.55-.7-1.55-1.55v-8.32c0-.86.7-1.55,1.55-1.55h.33c.86,0,1.55.7,1.55,1.55v8.32c0,.86-.7,1.55-1.55,1.55Zm-.33-11.09c-.67,0-1.22.55-1.22,1.22v8.32c0,.67.55,1.22,1.22,1.22h.33c.67,0,1.22-.55,1.22-1.22v-8.32c0-.67-.55-1.22-1.22-1.22h-.33Z""></path><path d=""m22.05,17.21h-.33c-.86,0-1.55-.7-1.55-1.55v-6.31c0-.86.7-1.55,1.55-1.55h.33c.86,0,1.55.7,1.55,1.55v6.31c0,.86-.7,1.55-1.55,1.55Zm-.33-9.08c-.67,0-1.22.55-1.22,1.22v6.31c0,.67.55,1.22,1.22,1.22h.33c.67,0,1.22-.55,1.22-1.22v-6.31c0-.67-.55-1.22-1.22-1.22h-.33Z""></path><path d=""m24.96,13.69h-1.7v-2.38h1.7v2.38Zm-1.36-.34h1.02v-1.7h-1.02v1.7Z""></path><path d=""m17.39,13.69H7.59v-2.38h9.8v2.38Zm-9.46-.34h9.13v-1.7H7.93v1.7Z""></path></svg>",
ONLINE_STORE_THEME,'122041106504,section.collection.bottoms.json.b61a96a6-01e9-4cad-976d-8f1bad502109.e03bc132-3344-4531-8e96-6f760195e123.button_label:2r5pwd3730uvt,fr,,,Underwear,Sous-vêtements
ONLINE_STORE_THEME,'122041106504,section.collection.bottoms.json.b61a96a6-01e9-4cad-976d-8f1bad502109.e03bc132-3344-4531-8e96-6f760195e123.icon:3gz4mnnwphr5p,fr,,,"<!--?xml version=""1.0"" encoding=""UTF-8""?--><svg id=""Layer_1"" xmlns=""http://www.w3.org/2000/svg"" viewbox=""0 0 25 25""><rect x=""-7.11"" y=""12.3"" width=""18.7"" height="".4"" transform=""translate(-10.4 13.67) rotate(-85.13)""></rect><rect x=""22.56"" y=""3.15"" width="".4"" height=""18.7"" transform=""translate(-.98 1.99) rotate(-4.89)""></rect><path d=""m11.11,21.84l-.4-.03.62-7.08c-3.32-2.13-2.8-9.41-2.77-9.72l.4.03c0,.07-.53,7.49,2.69,9.41l.11.06-.65,7.32Z""></path><path d=""m21.96,3.38H3.04c-.11,0-.2-.09-.2-.2s.09-.2.2-.2h18.92c.11,0,.2.09.2.2s-.09.2-.2.2Z""></path><path d=""m10.91,22.02H1.45c-.11,0-.2-.09-.2-.2s.09-.2.2-.2h9.46c.11,0,.2.09.2.2s-.09.2-.2.2Z""></path><path d=""m23.55,22.02h-9.46c-.11,0-.2-.09-.2-.2s.09-.2.2-.2h9.46c.11,0,.2.09.2.2s-.09.2-.2.2Z""></path><path d=""m22.1,5.22H3.04c-.11,0-.2-.09-.2-.2s.09-.2.2-.2h19.06c.11,0,.2.09.2.2s-.09.2-.2.2Z""></path><path d=""m13.89,21.84l-.65-7.32.11-.06c3.22-1.92,2.69-9.34,2.69-9.41l.4-.03c.02.31.54,7.59-2.77,9.72l.62,7.08-.4.03Z""></path><rect x=""11.55"" y=""14.42"" width=""1.91"" height="".4""></rect><rect x=""12.29"" y=""5.02"" width="".4"" height=""9.6""></rect></svg>",
ONLINE_STORE_THEME,'122041106504,section.collection.bottoms.json.b61a96a6-01e9-4cad-976d-8f1bad502109.b2b4e88c-e0e8-4b00-bfb7-2333ea80fce5.button_label:s5914y5h2yht,fr,,,Caps,Casquettes
